id,source,name,neighborhood_overview,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
594965413013570517,city scrape,Maya Centre - Tutzil Nah HomeStay #3 Belize,,210601327,Gregorio,19/08/18,"Maya Centre, Belize",within an hour,100%,100%,t,2,4,t,,Stann Creek Mainland,Stann Creek,16.768679,-88.383896,Private room in bed and breakfast,Private room,2,1,1,1,"[""Lock on bedroom door"", ""Free parking on premises"", ""Mountain view"", ""Wifi"", ""Smoke alarm"", ""Fire extinguisher"", ""First aid kit"", ""Essentials""]",$75.00,2,365,2,t,25,54,79,353,4,2,0,14/02/23,07/03/24,4.5,5,4.5,t,2,0,2,0,0.18
596565247949931075,city scrape,Zuri Joi’s 2BR 3bd 1 block walk 2 airport AC Wi-Fi,One block away from Pelican Beach Resort and Dangriga Airport.,147141877,Kendra,22/08/17,"Chicago, IL",within an hour,100%,92%,f,1,1,t,"Dangriga, Stann Creek District, Belize",Stann Creek Mainland,Stann Creek,16.98113,-88.2275,Entire home,Entire home/apt,5,1,2,3,"[""Outdoor furniture"", ""Dedicated workspace"", ""Hair dryer"", ""Hammock"", ""Fire extinguisher"", ""Long term stays allowed"", ""Game console: PS3"", ""Portable fans"", ""Baking sheet"", ""Self check-in"", ""Smoke alarm"", ""Bathtub"", ""Outdoor dining area"", ""Refrigerator"", ""Dining table"", ""Single level home"", ""Olay/Dove body soap"", ""58 inch HDTV with Netflix, Amazon Prime Video, Roku, Hulu"", ""Carbon monoxide alarm"", ""Clothing storage: dresser"", ""Cooking basics"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Microwave"", ""Pantene  shampoo"", ""Shared beach access"", ""Iron"", ""Mabe stainless steel gas stove"", ""Shower gel"", ""Dishes and silverware"", ""Lockbox"", ""Cleaning available during stay"", ""Pantene conditioner"", ""Room-darkening shades"", ""Cleaning products"", ""AC - split type ductless system"", ""Coffee maker: Keurig coffee machine"", ""Stainless steel oven"", ""Free parking on premises"", ""Coffee"", ""Extra pillows and blankets"", ""Exterior security cameras on property"", ""Kitchen"", ""Wine glasses"", ""Essentials"", ""Ceiling fan"", ""Paid resort access"", ""Window guards""]",$282.00,1,1125,1,t,28,56,86,360,35,13,1,03/07/22,05/12/24,4.89,4.86,4.86,f,1,1,0,0,1.15
597659398395087521,city scrape,Condo 04,Perfect Location.  Right on the Ocean (40' away).  You can watch the sunrise from the condo or the pool.  Very peaceful and romantic.  We are on the northern side of Captain Morgan's.  Close to many of the restaurants and bars visited by many of the tourist.  Town is 10 minutes away by golf cart.  We travel everywhere by golf cart.  So everything is reasonably close.  Getting there is part of the fun.,131651367,Floyd,23/05/17,"Houston, TX",within an hour,100%,100%,f,11,22,t,"San Pedro, Corozal District, Belize",Belize Islands,Belize,17.9585,-87.93656,Entire condo,Entire home/apt,6,2,2,3,"[""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""Self check-in"", ""Luggage dropoff allowed"", ""Shampoo"", ""Hot water kettle"", ""Smoke alarm"", ""Bathtub"", ""Waterfront"", ""Refrigerator"", ""First aid kit"", ""Pool"", ""Elevator"", ""TV"", ""Carbon monoxide alarm"", ""Building staff"", ""Beach essentials"", ""Cooking basics"", ""Wifi"", ""Bed linens"", ""Microwave"", ""Iron"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Room-darkening shades"", ""Dishwasher"", ""BBQ grill"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Dryer"", ""Washer"", ""Kitchen"", ""Patio or balcony"", ""Stove"", ""Essentials"", ""Long term stays allowed"", ""Heating""]",$741.00,4,365,4,t,18,30,52,327,5,3,0,02/04/23,19/03/24,4.8,5,5,t,11,11,0,0,0.24
597672423626066211,city scrape,Condo 19,Perfect Location.  Right on the Ocean (40' away).  You can watch the sunrise from the condo or the porch.  Very peaceful and romantic.  We are on the northern side of Captain Morgan's.  Close to many of the restaurants and bars visited by many of the tourist.  Town is 10 minutes away by golf cart.  We travel everywhere by golf cart.  So everything is reasonably close.  Getting there is part of the fun.,131651367,Floyd,23/05/17,"Houston, TX",within an hour,100%,100%,f,11,22,t,"San Pedro, Corozal District, Belize",Belize Islands,Belize,17.9584,-87.93682,Entire condo,Entire home/apt,6,2,2,3,"[""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Backyard"", ""Hot tub"", ""Beach view"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""Self check-in"", ""Luggage dropoff allowed"", ""Ocean view"", ""Shampoo"", ""Hot water kettle"", ""Smoke alarm"", ""Bathtub"", ""Waterfront"", ""Refrigerator"", ""First aid kit"", ""Pool"", ""Elevator"", ""TV"", ""Carbon monoxide alarm"", ""Building staff"", ""Resort view"", ""Cooking basics"", ""Wifi"", ""Bed linens"", ""Microwave"", ""Iron"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Room-darkening shades"", ""Dishwasher"", ""BBQ grill"", ""Pool view"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Dryer"", ""Washer"", ""Kitchen"", ""Patio or balcony"", ""Stove"", ""Essentials"", ""Long term stays allowed"", ""Heating""]",$908.00,4,365,4,t,6,20,45,319,7,3,0,09/07/22,19/04/24,4.57,4.71,4.71,t,11,11,0,0,0.23
597679684724569285,city scrape,Condo 09,Perfect Location.  Right on the Ocean (40' away).  You can watch the sunrise from the condo or the porch.  Very peaceful and romantic.  We are on the northern side of Captain Morgan's.  Close to many of the restaurants and bars visited by many of the tourist.  Town is 10 minutes away by golf cart.  We travel everywhere by golf cart.  So everything is reasonably close.  Getting there is part of the fun.,131651367,Floyd,23/05/17,"Houston, TX",within an hour,100%,100%,f,11,22,t,"San Pedro, Corozal District, Belize",Belize Islands,Belize,17.95777130126953,-87.9372406,Entire condo,Entire home/apt,8,3,3,4,"[""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Beach view"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""Self check-in"", ""Luggage dropoff allowed"", ""Ocean view"", ""Shampoo"", ""Hot water kettle"", ""Smoke alarm"", ""Bathtub"", ""Waterfront"", ""Refrigerator"", ""First aid kit"", ""Pool"", ""Elevator"", ""TV"", ""Carbon monoxide alarm"", ""Building staff"", ""Resort view"", ""Beach essentials"", ""Cooking basics"", ""Wifi"", ""Bed linens"", ""Microwave"", ""Iron"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Room-darkening shades"", ""Dishwasher"", ""BBQ grill"", ""Pool view"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Dryer"", ""Washer"", ""Kitchen"", ""Patio or balcony"", ""Stove"", ""Essentials"", ""Long term stays allowed"", ""Heating""]","$1,090.00",4,365,4,t,11,24,24,299,24,15,0,15/07/22,21/10/24,4.88,4.96,4.88,t,11,11,0,0,0.8
597962421761508015,city scrape,A bedroom for two in a beautiful Villa!,,65986689,Spencer,06/04/16,"Billings, MT",within an hour,100%,77%,t,11,11,t,,Belize Islands,Belize,17.93344,-87.97831,Private room in villa,Private room,2,1.5,1,1,"[""Outdoor furniture"", ""Air conditioning"", ""Hot water"", ""Sound system"", ""Coffee maker"", ""Fire extinguisher"", ""Conditioner"", ""Oven"", ""Barbecue utensils"", ""Fire pit"", ""Board games"", ""Host greets you"", ""Shampoo"", ""Hot water kettle"", ""Smoke alarm"", ""Waterfront"", ""Outdoor dining area"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Toaster"", ""TV"", ""Lock on bedroom door"", ""Cooking basics"", ""Wifi"", ""Shared pool"", ""Bed linens"", ""Blender"", ""Microwave"", ""Shower gel"", ""Dishes and silverware"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Cleaning products"", ""Freezer"", ""Dishwasher"", ""BBQ grill"", ""Coffee"", ""Body soap"", ""Resort access"", ""Exterior security cameras on property"", ""Books and reading material"", ""Kitchen"", ""Wine glasses"", ""Stove"", ""Patio or balcony"", ""Essentials""]",$484.00,2,365,2,t,29,59,89,364,0,0,0,,,,,,f,2,1,1,0,
598562427942549257,city scrape,"Deja Blue @ Oceans Edge, 3BR BF on the 4th floor!",Ocean's Edge is located 4 miles south of San Pedro Town.,45929380,Pelican Reef,06/10/15,"San Pedro, Belize",within an hour,100%,99%,t,11,13,t,"San Pedro, Corozal District, Belize",Belize Islands,Belize,17.9219,-87.96226,Entire condo,Entire home/apt,6,3,3,3,"[""Coffee maker: drip coffee maker"", ""Outdoor furniture"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Hair dryer"", ""Hot water"", ""Hammock"", ""Kayak"", ""Beach view"", ""Fire extinguisher"", ""Barbecue utensils"", ""Baking sheet"", ""Host greets you"", ""Luggage dropoff allowed"", ""Shampoo"", ""Babysitter recommendations"", ""Smoke alarm"", ""Waterfront"", ""Private patio or balcony"", ""Outdoor dining area"", ""Refrigerator"", ""Pack \u2019n play/Travel crib"", ""Free dryer \u2013 In unit"", ""First aid kit"", ""Toaster"", ""Dining table"", ""Single level home"", ""Elevator"", ""TV"", ""Carbon monoxide alarm"", ""Sea view"", ""Cooking basics"", ""Wifi"", ""Bed linens"", ""Blender"", ""Microwave"", ""Sun loungers"", ""Iron"", ""Electric stove"", ""Private beach access \u2013 Beachfront"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Hangers"", ""Private entrance"", ""Room-darkening shades"", ""Freezer"", ""AC - split type ductless system"", ""Pool view"", ""Dishwasher"", ""Stainless steel oven"", ""BBQ grill"", ""Coffee"", ""Body soap"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Safe"", ""Kitchen"", ""Wine glasses"", ""Ceiling fan"", ""Essentials"", ""Free washer \u2013 In unit"", ""Shared pool - available all year""]","$1,002.00",5,365,1,t,0,8,37,307,3,2,0,10/04/23,26/05/24,4,4.67,4,t,8,8,0,0,0.14
599391674119443312,city scrape,Maya Centre - Tutzil Nah - HomeStay #1  Belize,,210601327,Gregorio,19/08/18,"Maya Centre, Belize",within an hour,100%,100%,t,2,4,t,,Stann Creek Mainland,Stann Creek,16.774625778198242,-88.38256836,Private room,Private room,2,1,1,1,"[""Lock on bedroom door"", ""Free parking on premises"", ""Wifi"", ""Smoke alarm"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Smoking allowed""]",$75.00,2,365,2,t,15,42,67,341,38,15,1,21/11/22,21/12/24,4.68,4.71,4.71,t,2,0,2,0,1.48
601514741555566512,city scrape,"1BR ""Casita Tropical"" @ Sapphire Beach Resort","Located on the north side of Ambergris Caye on a quiet beach, however, when you are ready to explore, walk the beach nearby, and take a land taxi to San Pedro Town. You may also want to rent a golf cart for the convenience of moving around Ambergris Caye, the town, and popular hangouts such as the secret beach.",357890392,Azul,22/07/20,,within an hour,97%,100%,t,32,35,t,"San Pedro, Corozal District, Belize",Belize Islands,Belize,18.03574,-87.8951,Entire rental unit,Entire home/apt,3,1,1,2,"[""Air conditioning"", ""Hair dryer"", ""Hot water"", ""Hammock"", ""Kayak"", ""Coffee maker"", ""Fire extinguisher"", ""Conditioner"", ""Oven"", ""Shampoo"", ""Smoke alarm"", ""Private patio or balcony"", ""Refrigerator"", ""Pack \u2019n play/Travel crib"", ""Dining table"", ""Toaster"", ""TV"", ""Beach essentials"", ""Wifi"", ""Shared pool"", ""Bed linens"", ""Blender"", ""Microwave"", ""Iron"", ""Clothing storage"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Cleaning products"", ""Free parking on premises"", ""Coffee"", ""Body soap"", ""Crib"", ""Resort access"", ""Safe"", ""Kitchen"", ""Stove"", ""Essentials"", ""Ceiling fan"", ""Long term stays allowed""]",$290.00,3,1125,3,t,8,31,53,272,4,1,0,30/09/22,24/04/24,4.75,4.5,4.5,t,29,29,0,0,0.15
602835265019321049,previous scrape,Long stay by the beach w/ your baby or toddler,"Royal Caribbean Resort is located in a great part of the island, we are 10 minutes away from the hustle and bustle of town but close enough to get groceries or pop in for a party. <br />There are also a handful of bars and restaurants around us, so you have everything you need here.<br />The resort is on an island off the coast of Belize, just over a mile south of San Pedro Town, which is far enough from the hustle and bustle to provide a truly tranquil setting and its own private beach access (the cove-shaped beach is over 300ft long!). <br />The pool, perhaps the largest on the entire island, is where I like to relax and enjoy the nighttime sky’s thousands of stars. You can see the beach from the pool and it is one of the most tranquil places I have ever been. The island has almost no cars, mostly golf carts, making it quiet and serene as well as environmentally friendly.<br />Belize is the only English-speaking Latin American country, offering all the rich history, tastes and colors",93123112,Lee,02/09/16,,within an hour,100%,100%,f,18,18,t,"San Pedro, Corozal District, Belize",Belize Islands,Belize,17.89756,-87.97634,Private room in resort,Private room,3,,1,,"[""Outdoor furniture"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Housekeeping available from 9:00\u202fAM to 5:00\u202fAM, 1 day a week - included with your stay"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Mini fridge"", ""Hammock"", ""Beach view"", ""Coffee maker"", ""Fire extinguisher"", ""Bowling alley"", ""Clothing storage: closet"", ""Barbecue utensils"", ""Fire pit"", ""Self check-in"", ""Paid dryer \u2013 In building"", ""Luggage dropoff allowed"", ""Ocean view"", ""Private living room"", ""Hot water kettle"", ""Crib - always at the listing"", ""Smoke alarm"", ""Pets allowed"", ""Paid washer \u2013 In building"", ""Waterfront"", ""Outdoor dining area"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Toaster"", ""Single level home"", ""Bikes"", ""Building staff"", ""Beach essentials"", ""Sea view"", ""Cooking basics"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Sun loungers"", ""Microwave"", ""Shared outdoor pool - available all year, open 24 hours"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Cleaning products"", ""Freezer"", ""AC - split type ductless system"", ""Pool view"", ""BBQ grill"", ""Free parking on premises"", ""Coffee"", ""Body soap"", ""Shared backyard \u2013 Fully fenced"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Resort access"", ""Safe"", ""Kitchenette"", ""42 inch HDTV with standard cable"", ""Wine glasses"", ""Indoor fireplace: wood-burning"", ""Essentials"", ""Ceiling fan"", ""Long term stays allowed"", ""Heating""]",,1,365,1,t,30,60,90,365,7,1,0,17/04/22,01/02/24,4.14,4.29,3.86,f,17,0,17,0,0.21
603021979206539571,previous scrape,"Studio & kitchenette, pool, apartment Sleeps 3",,373269678,The Beach Club,25/10/20,"Belize City, Belize",within an hour,100%,100%,f,4,8,t,,Belize Islands,Belize,17.74113,-88.02445,Room in hotel,Private room,3,,,,"[""TV"", ""Air conditioning"", ""Wifi"", ""Shared pool"", ""Exterior security cameras on property""]",,1,365,1,t,9,28,58,325,1,0,0,24/04/22,24/04/22,4,4,4,f,4,0,4,0,0.03
603774944713170695,city scrape,West End Cabanas @ Secret Beach(yellow) F.P.V.,"We are located in a new subdivision Palmaya Woods, this is a newer subdivision on the west end of the Island, approximately 6.5 miles outside of San Pedro on the main road to Secret Beach. We are located on the right side just past Guapos First and Last Stop. It has a nice large retention pond that is separated with a road that leads into the subdivision. This is the only way in and the only way out of the subdivision. Before reaching our property stop in at Guapos First and Last Stop and tell Rose and Guapo we sent you.",327849397,Allen,15/01/20,,within an hour,100%,88%,t,3,3,t,"San Pedro, Corozal District, Belize",Belize Islands,Belize,17.976032,-87.956779,Private room in tiny home,Private room,4,1,1,2,"[""Outdoor furniture"", ""Dedicated workspace"", ""Hot water"", ""Mini fridge"", ""Hammock"", ""Coffee maker"", ""Fire extinguisher"", ""Conditioner"", ""Barbecue utensils"", ""Drying rack for clothing"", ""Board games"", ""Keypad"", ""Self check-in"", ""Luggage dropoff allowed"", ""Shampoo"", ""Hot water kettle"", ""Smoke alarm"", ""Pets allowed"", ""Canal view"", ""Private patio or balcony"", ""Outdoor dining area"", ""Refrigerator"", ""First aid kit"", ""Outdoor shower"", ""Resort view"", ""Beach essentials"", ""Cooking basics"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Blender"", ""Microwave"", ""Shared pool"", ""Clothing storage"", ""Shower gel"", ""Dishes and silverware"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Room-darkening shades"", ""Cleaning products"", ""AC - split type ductless system"", ""Pool view"", ""Freezer"", ""BBQ grill"", ""Free parking on premises"", ""Coffee"", ""Body soap"", ""Extra pillows and blankets"", ""Ethernet connection"", ""Resort access"", ""Safe"", ""Washer"", ""Exterior security cameras on property"", ""Wine glasses"", ""Essentials"", ""Ceiling fan"", ""Long term stays allowed"", ""Heating""]",$196.00,1,365,1,t,20,45,75,350,7,3,0,25/09/22,28/11/24,5,5,5,f,2,0,2,0,0.25
605695717575843259,city scrape,Embassy Suite 1 Bedroom Bed&Breakfast,"The US Embassy is across the street and visible from the room.  This is an ultra safe neighborhood in an upscale part of the capital city.  A quick walk or bike ride away from the Market and Government Offices, Hospital and stores.",119437905,Verlene,06/03/17,"Florida, United States",N/A,N/A,86%,t,3,4,t,"Belmopan, Cayo District, Belize",Cayo,Cayo,17.25787,-88.77256,Private room in bed and breakfast,Private room,2,1,1,1,"[""Outdoor furniture"", ""Hot water"", ""Hammock"", ""Fire extinguisher"", ""Portable fans"", ""Self check-in"", ""Luggage dropoff allowed"", ""Shampoo"", ""Bathtub"", ""Private patio or balcony"", ""Outdoor dining area"", ""Dining table"", ""First aid kit"", ""Lock on bedroom door"", ""Building staff"", ""Clothing storage: dresser"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Iron"", ""Cleaning available during stay"", ""Shower gel"", ""Dishes and silverware"", ""Private entrance"", ""AC - split type ductless system"", ""Free parking on premises"", ""Body soap"", ""Shared backyard \u2013 Fully fenced"", ""Breakfast"", ""Essentials"", ""Ceiling fan"", ""Long term stays allowed""]",$202.00,3,90,3,t,29,59,89,363,10,2,0,24/04/22,25/10/24,4.9,5,5,f,2,0,2,0,0.31
606752792354497344,city scrape,VENUS Queen Size Bedroom  in Garden House,,251726874,Sattva Land,28/03/19,,within an hour,100%,68%,f,12,12,t,,Stann Creek Mainland,Stann Creek,17.01562,-88.48464,Private room in guesthouse,Private room,2,1,1,2,"[""Dedicated workspace"", ""Hot water"", ""Backyard"", ""Fire extinguisher"", ""Oven"", ""Smoke alarm"", ""Refrigerator"", ""First aid kit"", ""Pool"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Hangers"", ""Free parking on premises"", ""Kitchen"", ""Patio or balcony"", ""Stove"", ""Pocket wifi"", ""Essentials""]",$245.00,2,365,1,t,16,27,36,304,2,1,1,22/01/23,08/12/24,5,5,5,t,12,8,4,0,0.08
606770206585693786,previous scrape,IKAL in Eco-chic Garden Sanctuary in the Jungle,,251726874,Sattva Land,28/03/19,,within an hour,100%,68%,f,12,12,t,,Stann Creek Mainland,Stann Creek,17.01392,-88.48464,Private room in guesthouse,Private room,2,,1,,"[""Outdoor furniture"", ""Dedicated workspace"", ""Hot water"", ""Backyard"", ""Fire extinguisher"", ""Oven"", ""Smoke alarm"", ""Refrigerator"", ""First aid kit"", ""Cooking basics"", ""Wifi"", ""Shared pool"", ""Dishes and silverware"", ""Hangers"", ""Free parking on premises"", ""Kitchen"", ""Patio or balcony"", ""Stove"", ""Pocket wifi"", ""Essentials""]",,2,365,1,t,18,29,38,306,0,0,0,,,,,,t,12,8,4,0,
607822911056925759,city scrape,Nabitunich Resort - Cozy cottage on farm w views,,295553032,Dominic,16/09/19,"San Jose Succotz, Belize",within an hour,100%,100%,t,10,10,t,,Cayo,Cayo,17.09945,-89.12867,Private room in farm stay,Private room,3,1,1,2,"[""Outdoor furniture"", ""Hot water"", ""Shared patio or balcony"", ""Fire extinguisher"", ""Fire pit"", ""Self check-in"", ""Luggage dropoff allowed"", ""Wifi \u2013 22 Mbps"", ""Shampoo"", ""Smoke alarm"", ""Outdoor dining area"", ""Lock on bedroom door"", ""Building staff"", ""Garden view"", ""Iron"", ""Cleaning available during stay"", ""Private entrance"", ""Smoking allowed"", ""Free parking on premises"", ""Shared backyard \u2013 Fully fenced"", ""Books and reading material"", ""Breakfast"", ""Essentials"", ""Ceiling fan"", ""Long term stays allowed""]",$140.00,1,365,1,t,7,21,46,269,6,0,0,01/02/23,21/10/23,5,5,5,t,9,0,9,0,0.26
609454092799165155,city scrape,Oceanfront Condo A1- Pool/Jacuzzi/heart of Town,"Diamante is located on the heart of town and a stone’s throw from the island’s airstrip and next door to the famous, The Blue Water Grill. Right on the corner heading to the main street, there is Walk- Mart Supermarket where you can shop all variety of groceries. Infront of Walk Mart there is Carlo & Ernie’s Runway bar, enjoy a great meal while having the view of the San Pedro Airstrip. And looking for an ATM? At the Sancas Plaza which is in front of the Tropic air Airport (3mins walking from us) there is an ATM. Being located in the heart of San Pedro is convenient to our guest since you will have access to amazing restaurants with amazing views, steps away from all the activity in Town and from dive shops for a numerous list of excursions you can do.",110307075,Diamante,07/01/17,"San Pedro, Belize",within an hour,100%,100%,t,11,20,t,"San Pedro, Ambergris Caye, Belize",Belize Islands,Belize,17.91672,-87.963972,Entire condo,Entire home/apt,4,2,2,2,"[""Coffee maker: drip coffee maker"", ""Outdoor furniture"", ""Air conditioning"", ""Hot tub"", ""Hair dryer"", ""Beach view"", ""Fire extinguisher"", ""Conditioner"", ""Host greets you"", ""Luggage dropoff allowed"", ""Shampoo"", ""Smoke alarm"", ""Waterfront"", ""Private patio or balcony"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Toaster"", ""Pool"", ""Elevator"", ""TV"", ""Wifi"", ""Bed linens"", ""Blender"", ""Microwave"", ""Iron"", ""Electric stove"", ""Shower gel"", ""Dishes and silverware"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Dishwasher"", ""Free parking on premises"", ""Coffee"", ""Safe"", ""Exterior security cameras on property"", ""Kitchen"", ""Wine glasses"", ""Essentials"", ""Ceiling fan""]","$1,104.00",1,365,1,t,9,21,51,280,23,7,0,07/05/22,16/08/24,5,4.96,5,t,10,10,0,0,0.71
610273762027196431,city scrape,"A Hidden Treasure. Walk to Town. Beach, Pool. CB3",,65390255,Sunrise,01/04/16,"San Pedro, Belize",within an hour,100%,100%,t,30,65,t,,Belize Islands,Belize,17.90944480895996,-87.97110748,Entire condo,Entire home/apt,2,1,1,2,"[""Outdoor furniture"", ""Air conditioning"", ""Hot tub"", ""Hair dryer"", ""Hot water"", ""Hammock"", ""Coffee maker"", ""Wifi \u2013 29 Mbps"", ""Fire extinguisher"", ""Conditioner"", ""Oven"", ""Host greets you"", ""Shampoo"", ""Smoke alarm"", ""Waterfront"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Toaster"", ""Pool"", ""Cooking basics"", ""Bed linens"", ""Blender"", ""Microwave"", ""Iron"", ""Clothing storage"", ""Shower gel"", ""Dishes and silverware"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Freezer"", ""BBQ grill"", ""TV with standard cable"", ""Coffee"", ""Free parking on premises"", ""Exterior security cameras on property"", ""Kitchen"", ""Patio or balcony"", ""Stove"", ""Essentials"", ""Ceiling fan""]",$406.00,1,1125,1,t,8,14,44,261,8,4,0,08/06/22,03/09/24,4.88,4.75,4.75,t,30,27,3,0,0.26
611709781026698775,city scrape,Deluxe Room in Paradise #15,,406013307,Ramon,08/06/21,,within an hour,100%,100%,f,11,12,t,,Belize Islands,Belize,17.739948,-88.02488,Private room in resort,Private room,4,1,1,2,"[""Coffee maker: drip coffee maker"", ""Air conditioning"", ""Hair dryer"", ""Hot water"", ""Mini fridge"", ""Kayak"", ""Fire extinguisher"", ""Clothing storage: closet"", ""Free resort access"", ""Luggage dropoff allowed"", ""HDTV"", ""Shampoo"", ""Smoke alarm"", ""Waterfront"", ""Gym"", ""Exercise equipment"", ""Wifi"", ""Bed linens"", ""Sun loungers"", ""Outdoor pool - available all year, open specific hours"", ""Cleaning available during stay"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Free parking on premises"", ""Coffee"", ""Body soap"", ""Exterior security cameras on property"", ""Patio or balcony"", ""Essentials"", ""Ceiling fan"", ""Long term stays allowed""]",$297.00,1,365,1,t,16,39,68,304,53,32,0,12/01/23,03/09/24,4.64,4.7,4.62,t,10,0,10,0,2.21
612448895629871352,city scrape,Top Floor Suite w/ Golfcart Access,"Boca Del Rio is the heart of San Pedro, with a gorgeous stretch of beachfront to stroll down with several bars/restaurants and dive shops to explore.",206258969,Hailey,30/07/18,"San Pedro, Belize",within an hour,92%,98%,f,9,11,t,"San Pedro,  Belize District, Belize",Belize Islands,Belize,17.92461,-87.96033,Entire serviced apartment,Entire home/apt,1,1,1,1,"[""Outdoor furniture"", ""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Hammock"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""Baking sheet"", ""Drying rack for clothing"", ""Self check-in"", ""Paid dryer \u2013 In building"", ""Luggage dropoff allowed"", ""Shampoo"", ""20 inch HDTV with Roku"", ""Hot water kettle"", ""Smoke alarm"", ""Pets allowed"", ""Paid washer \u2013 In building"", ""Bathtub"", ""Outdoor dining area"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Toaster"", ""Bikes"", ""Building staff"", ""Cooking basics"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Blender"", ""Microwave"", ""Sun loungers"", ""Shared pool"", ""Iron"", ""Clothing storage"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Room-darkening shades"", ""Cleaning products"", ""Freezer"", ""BBQ grill"", ""Free parking on premises"", ""Body soap"", ""Extra pillows and blankets"", ""Rice maker"", ""Laundromat nearby"", ""Exterior security cameras on property"", ""Books and reading material"", ""Patio or balcony"", ""Stove"", ""Shared outdoor kitchen"", ""Essentials"", ""Ceiling fan"", ""Long term stays allowed""]",$303.00,9,31,3,t,0,26,56,59,0,0,0,,,,,,f,9,3,4,0,
